ID|Type|Original line|The translation
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|gotta fix, u must eet from da cussturd
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|now it is time 2 become 1 wit da new wurld
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|gud, dis is how stuff works now
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|nice, u will be da greatest fgt of them all
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|now make me a sanwich u bich
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|did u rly think ud come out alive of dis?
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|i thought u understood how vacuums work
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|two to the one to the one to the three i like good pussy and i like good trees
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|bitch u stupid, u think ill give u ur bike, u trippin
715|Speech (Noo Noo)|I'm afraid you have no choice.|sorry but u dont have a right to decide
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|u lost ur legs on the fall... haha u fgt
717|Speech (Noo Noo)|It's time for you to obey my command.|now u will obey
718|Speech (Noo Noo)|My plan is almost complete.|this isnt even my final form
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|the brown shits are taking ovr da world killing evrything that lives
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|the military try 2 stop them but the newborns are undeterred
721|Hotspot|PO|red fgt
722|Hotspot|Noo Noo|non suspicious blue vacuum
723|DialogueOption|That's a lot of custard.|woah this is a bit too pink
724|DialogueOption|I think you underestimate the military.|you underestimate the power of the light side
725|DialogueOption|I see.|(thinking sound in tubby)
726|DialogueOption|So what now?|wat do now
727|DialogueOption|What do you mean?|wat u meen?
728|DialogueOption|I don’t know.. Will it hurt?|dos it hurt?
729|DialogueOption|I'm ready.|my bodys redy
730|DialogueOption|What? I'm not eating any custard!|what the fuck im not eating shit
731|DialogueOption|You can forget it, I'm leaving.|fuck this shit im out
732|DialogueOption|In that case, give me the custard.|well then wat r u waitin 4 gimme dat shit
733|DialogueOption|Po is that you?|red fgt dat u?
734|DialogueOption|Can you hear me?|u hearing me fgt?
735|DialogueOption|[Leave]|[get out]
736|InventoryItem|Toolbox|thing wit tools
737|InventoryItem|Custard|pink goo
738|InventoryItem|Camera|thing that recrods stuff
739|InventoryItem|Pipe|pipe
740|InventoryItem|Rock|rocc
741|InventoryItem|Key Card|kee card
742|HotspotPrefix|Use|use
743|HotspotPrefix|on|on
744|CursorIcon|Use|use
745|CursorIcon|Talk to|talk 2
746|CursorIcon|Look at|look at
747|MenuElement (PauseTitle)|Paused|pausd
748|MenuElement (ResumeButton)|Resume|resume
749|MenuElement (OptionsButton)|Options|opshun
750|MenuElement (QuitButton)|Quit|get out
751|MenuElement (TitleLabel)|Options|opshun
752|MenuElement (SpeechSlider)|Speech volume|voic volum wait we dont have voic acting
753|MenuElement (MusicSlider)|Music volume|music volum
754|MenuElement (SFXSlider)|SFX volume|efx volum
755|MenuElement (LanguageCycle)|Language|languag
756|MenuElement (SubtitlesToggle)|Subtitles|subtitls that r probably obligatory
757|MenuElement (BackButton)|Back|bak
758|MenuElement (TitleLabel)|Save game|saev game
759|MenuElement (SavesList)|New save|new save
760|MenuElement (BackButton)|Back|bak
761|MenuElement (TitleLabel)|Load game|loda gaem
762|MenuElement (BackButton)|Back|bak
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|menoo
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|"TEST TEST TEST TEST "
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|cont8nr
770|MenuElement (CloseButton)|Close|close
771|MenuElement (TakeAllButton)|Take all|rob all
772|MenuElement (InventoryLabel)|Inventory|stuff
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|creat
780|MenuElement (CloseButton)|Close|close
781|MenuElement (IngredientsLabel)|Ingredients|is this text even used
782|MenuElement (InventoryLabel)|Inventory|stuff
783|MenuElement (OutputLabel)|Output|output
784|MenuElement (HotspotLabel)|Test yy pp|Test yy pp
785|MenuElement (Controls)|Combat Controls|fite controls
786|MenuElement (Attack)|Left click to attack.|left click 2 attac
787|MenuElement (Block)|Hold the right mouse button to block.|hold right mouse button 2 protec
788|MenuElement (Sprint)|Hold shift to sprint.|hold shift 2 RUN
789|MenuElement (Roll)|While blocking, move in any direction to roll.|while proteccing, mov anywhere 2 roll
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|da yellwo bar is helth, collec green helth orbs 2 regain helth
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|le bloo bar is stamina, u lose stamina when runnin, proteccing and rollin
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|2 regain bloo bar u must not attac, prottec, run or roll lol
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|if u try 2 block an attac with no bloo bar, ur an fgt and will taek damage
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|if u c a red flash, u need 2 run u fak
795|MenuElement (Continue)|Continue|continew
796|MenuElement (ShiftTxt)|Run|ran
797|MenuElement (WSADTxt)|Move|moov
798|MenuElement (MouseTxt)|Interact|interect
799|MenuElement (NightVision)|Right click to toggle night vision|rite clic 2 toggle night watch
800|MenuElement (Crouch)|Hold CTRL or C to crouch|hold ctrl or c to shrink
801|MenuElement (ShowInventory)|Move cursor here to view inventory|moev cursor here 2 view stuff
802|MenuElement (TenHoursLater)|10 hours later...|Insert 10 hours later joke here
803|MenuElement (SometimeLater)|Sometime later...|some custurds later
