ID|Type|Original line|The translation
700|DialogueOption|Seriously? You're sick!|真的吗？你这个变态！
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|哦，一点也不。你不会有什么感觉的。
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|是的，我们在奶昔设施这。你看到的是主要的奶昔供应。
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|它通过管道输送到奶昔机。
704|Speech (Noo Noo)|This is what I infected.|我就是这么感染它们的。
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|你没有重生，因为你知道你还有未开发的潜力。
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|我们必须解决这个问题，你必须吃受感染的奶昔。
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|现在是你与新世界合而为一的时候了。
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|很好，事情就是要这样发展。
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|我对你的选择印象深刻，你将是他们所有人中最伟大的再生者。
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|你会很好地为我服务。
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|你没想到你能活着出来，是吗？
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|我以为你理解这个新世界。
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*打勾丶打勾丶打勾丶打勾丶打勾*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|你真蠢，你以为我逃不掉的。你错了。
715|Speech (Noo Noo)|I'm afraid you have no choice.|恐怕你别无选择。
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|不幸的是你在秋天失去了双腿…没关系。
717|Speech (Noo Noo)|It's time for you to obey my command.|是时候服从于我的命令了。
718|Speech (Noo Noo)|My plan is almost complete.|我的计划几乎完成了。
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|新生正在接管土地，并消除众生。就如同我们所说的
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|军队试图阻止他们，但是他们已经失败了，他们不会成功。
721|Hotspot|PO|小波
722|Hotspot|Noo Noo|努努
723|DialogueOption|That's a lot of custard.|很多的奶昔。
724|DialogueOption|I think you underestimate the military.|我认为你低估了军队。
725|DialogueOption|I see.|我懂了.
726|DialogueOption|So what now?|所以现在呢？
727|DialogueOption|What do you mean?|什么意思？
728|DialogueOption|I don’t know.. Will it hurt?|我不明白。会疼吗?
729|DialogueOption|I'm ready.|我准备好了。
730|DialogueOption|What? I'm not eating any custard!|什么？我才不吃任何奶昔！
731|DialogueOption|You can forget it, I'm leaving.|你可以忘了它，我要走了。
732|DialogueOption|In that case, give me the custard.|那样的话，奶昔给我。
733|DialogueOption|Po is that you?|小波是你吗？
734|DialogueOption|Can you hear me?|听得到我吗？
735|DialogueOption|[Leave]|[离开]
736|InventoryItem|Toolbox|工具箱
737|InventoryItem|Custard|奶昔
738|InventoryItem|Camera|相机
739|InventoryItem|Pipe|管子
740|InventoryItem|Rock|石头
741|InventoryItem|Key Card|钥匙卡
742|HotspotPrefix|Use|使用
743|HotspotPrefix|on|于
744|CursorIcon|Use|使用
745|CursorIcon|Talk to|告诉
746|CursorIcon|Look at|看向
747|MenuElement (PauseTitle)|Paused|已暂停
748|MenuElement (ResumeButton)|Resume|恢复
749|MenuElement (OptionsButton)|Options|选项
750|MenuElement (QuitButton)|Quit|离开
751|MenuElement (TitleLabel)|Options|选项
752|MenuElement (SpeechSlider)|Speech volume|语音音量
753|MenuElement (MusicSlider)|Music volume|音频音量
754|MenuElement (SFXSlider)|SFX volume|音效音量
755|MenuElement (LanguageCycle)|Language|语言
756|MenuElement (SubtitlesToggle)|Subtitles|字幕
757|MenuElement (BackButton)|Back|返回
758|MenuElement (TitleLabel)|Save game|储存
759|MenuElement (SavesList)|New save|新档案
760|MenuElement (BackButton)|Back|返回
761|MenuElement (TitleLabel)|Load game|载入游戏
762|MenuElement (BackButton)|Back|返回
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|菜单
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|测试 测试 测试 测试
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|容器
770|MenuElement (CloseButton)|Close|关闭
771|MenuElement (TakeAllButton)|Take all|拿走全部
772|MenuElement (InventoryLabel)|Inventory|库存
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|制作
780|MenuElement (CloseButton)|Close|关闭
781|MenuElement (IngredientsLabel)|Ingredients|成分
782|MenuElement (InventoryLabel)|Inventory|库存
783|MenuElement (OutputLabel)|Output|输出
784|MenuElement (HotspotLabel)|Test yy pp|测试 yy pp
785|MenuElement (Controls)|Combat Controls|战斗控制
786|MenuElement (Attack)|Left click to attack.|左键攻击。
787|MenuElement (Block)|Hold the right mouse button to block.|按住鼠标右键格挡。
788|MenuElement (Sprint)|Hold shift to sprint.|按住shift冲刺。
789|MenuElement (Roll)|While blocking, move in any direction to roll.|格挡时，移动到任意方向来翻滚。
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|黄色条条是你的生命值；收集绿色的血球恢复健康。
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|蓝色条条是你的耐力；你在冲刺丶阻断攻击和滚动时会减少。
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|为了恢复体力，你不能进攻丶阻挡丶冲刺或翻滚。
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|如果你试图在没有足够耐力的情况下阻挡攻击，你会受到伤害。
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|当你看到一个红色闪光时，这意味着敌人即将进攻。
795|MenuElement (Continue)|Continue|继续
796|MenuElement (ShiftTxt)|Run|跑
797|MenuElement (WSADTxt)|Move|移动
798|MenuElement (MouseTxt)|Interact|互动
799|MenuElement (NightVision)|Right click to toggle night vision|按右键切换夜视
800|MenuElement (Crouch)|Hold CTRL or C to crouch|按住 CTRL 或C 来蹲下
801|MenuElement (ShowInventory)|Move cursor here to view inventory|在这里移动光标查看库存
802|MenuElement (TenHoursLater)|10 hours later...|10小时之后...
803|MenuElement (SometimeLater)|Sometime later...|一段时间后…
