ID|Type|Original line|The translation
602|Speech (Noo Noo)|I'm making them better, making things better.|" Le fac mai bine, fac lucrurile mai bine."
603|DialogueOption|Noo Noo?|Noo Noo?
604|DialogueOption|What are you doing here?|"Ce faci aici? "
605|DialogueOption|What do you mean?|"Ce vrei sa spui? "
606|DialogueOption|Something happened to the custard, do you know what it was?|Sa întâmplat ceva cu budinca, știi ce a fost?
607|DialogueOption|Do you know what happened to Tinky winky and the others?|"Știi ce sa întâmplat cu Tinky winky și cu ceilalți? "
608|DialogueOption|You did this!?|"Tu ai facut asta!? "
609|DialogueOption|Change them back!|Schimbai înapoi!
610|DialogueOption|"What do you mean ""better""?"|"Cum adică ""mai bine""? "
611|DialogueOption|But why, Noo Noo?|"Dar de ce, Noo Noo? "
612|DialogueOption|You're a monster.|"Ești un monstru. "
613|DialogueOption|That is incredibly smart.|"E incredibil de inteligent. "
614|DialogueOption|I'm going to stop you Noo Noo, right here, right now.|I'm going to stop you Noo Noo, right here, right now.
615|DialogueOption|You won't get away with this, Noo Noo.|Nu vei scăpa cu asta, Noo Noo.
616|DialogueOption|I agree.|"Sunt de acord. "
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Mașinile creează o armată de noi nascuti. Inundă terenurile, infectând toată viața în timp ce vorbim.
618|Speech (Player)|What are you talking about?|"Despre ce vorbesti? "
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|Infectarea budincilor este doar o etapă a planului meu, de asemenea, mi-am injectat virusul în mașinile de creare a teletubby-lor.
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|Acum, când se creeaza un teletubby nou, ei au deja virusul în corpul lor.
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|Singura parte care afectează acest lucru este că nu sunt capabili să crească blană, dar asta nu contează pentru nou nascuti.
622|Speech (Noo Noo)|They are my New Borns.|"Sunt nou-născuții mei. "
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Mașinile creează o armată de noi nascuti. Inundă terenurile, infectând toată viața în timp ce vorbim.
624|Speech (Player)|It's the military, they're here.|"E armata,armata e aici. "
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|"Sunt sergentul Miles, am primit un apel de primejdie. Care este problema? "
626|Speech (MilitaryTubby (4))|Sir, Over here!|"Domnule, aici! "
627|Speech (MilitaryTubby (4))|You might want to see this...|"S-ar putea să doriți să vedeți acest lucru ... "
628|Speech (Sargent)|Dear god....|"Doamne.... "
629|Speech (Sargent)|Prepare all units for an invasion...|"Pregătiți toate unitățile pentru o invazie ... "
630|Speech (Player)|We must fight.|"Trebuie să luptăm. "
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|L-ai învins pe vestitor, mi-ai dovedit că ai o mare valoare.
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|Te-am subestimat, Gardianule. Prin înfrângerea vestitorului, mi-ai dovedit că ai o mare valoare.
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|"Ești mult mai inteligent și mai puternic decât credeam. Esti diferit de restul. "
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|"Dacă vii cu mine, atunci împreună putem face lumea un loc mai bun. "
635|Speech (Noo Noo)|Yes, they are part of my creation.|"Da, ei fac parte din creația mea. "
636|Speech (Noo Noo)|I'm impressed.|"Sunt impresionat. "
637|Speech (Sargent)|Caused what? It's just a vacuum.|"Ce a cauzat? E doar un aspirator. "
638|Speech (Noo Noo)|It's too late, I already have.|"E prea târziu. "
639|Speech (Noo Noo)|It is the way things should be.|"Este modul în care ar trebui să fie lucrurile. "
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|Un aspirator a creat monștri? tu cine crezi ca sunt?
641|Speech (Sargent)|Explain yourself.  Now.|"Explica-te. Acum. "
642|Speech (Noo Noo)|That is unfortunate.|"Asta e nasol. "
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|Du-te si vezi dacă poți găsi ceva ...
644|Speech (MilitaryTubby)|Damn...|Firar...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|La naiba ... Ce crezi că a ucis acest suflet sărac?
646|Speech (Sargent)|The body is still warm, this happened recently.|"Corpul este încă cald, acest lucru sa întâmplat recent. "
647|Speech (MilitaryTubby)|Sir! We've got a problem...|"Domnule! Avem o problemă ... "
648|Speech (MilitaryTubby)|What the hell?|"Ce naiba? "
649|Speech (MilitaryTubby)|What are those things?|"Ce sunt aceste lucruri? "
650|Speech (Sargent)|All units, open fire!|"Toate unitățile, foc deschis! "
651|Speech (MilitaryTubby (2))|There's too many!|"Sunt prea mulți! "
652|Speech (MilitaryTubby (2))|We're being overrun!|"Suntem depășiți! "
653|Speech (Sargent)|God help us...|"Doamne ajuta... "
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|"Împreună vom elimina lumea celor slabi și vom crea o rasă superioară. "
655|Speech (Noo Noo)|No, things have just begun.|"Nu, lucrurile tocmai au început. "
656|Speech (Noo Noo)|Actually, that's the plan.|"De fapt, acesta este planul. "
657|Speech (Player)|It's done.|"Este gata. "
658|Speech (Player)|What th-...|"Ce naib-... "
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|"Complicat? Intr-adevar. Imposibil? Cu siguranta nu. "
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|Cu excepția faptului că pot, dragul meu prieten alb pufos.
661|Speech (Player)|I'm sorry, Po.|"Îmi pare rău, Po. "
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|"Am fi putut lucra împreună, am fi putut construi o lume mai bună. "
663|Speech (Noo Noo)|Do you really think you've won?|"Chiar crezi că ai câștigat? "
664|Speech (Noo Noo)|Your world is about to become ash.|"Lumea voastră este pe punctul de a deveni cenușă. "
665|Speech (Noo Noo)|You're too late.|"Ai intarziat. "
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|"Nu, lumea este. Și o voi rezolva. "
667|Speech (Noo Noo)|So be it, I can see you will never understand.|"Deci, să văd că nu veți înțelege niciodată. "
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|"Nu mă oprești, nu voi permite asta. "
669|Speech (Noo Noo)|Po, Kill...|"Po, ucide ... "
670|Speech (Noo Noo)|Yes.|Da.
671|Speech (Noo Noo)|Enough Po, Finish this!|"Suficient Po, termină asta! "
672|Speech (Player)|Noo Noo, stop!|"Noo Noo, oprește-te! "
673|Speech (Noo Noo)|Why are you here? You should be dead.|"De ce esti aici? Ar trebui să fii mort. "
674|Speech (Noo Noo)|Good, you've made the right decision.|"Bine, ai luat decizia corectă. "
675|Speech (Noo Noo)|Come with me, we have much to do.|"Vino cu mine, avem multe de făcut. "
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|"Baza noastră este destul de departe de aici ... Am venit cât de repede am putut. "
677|Speech (Sargent)|Slow down, who's all dead?|ia-o mai usor, cine a murit?
678|DialogueOption|What took you so long?!|"Ce-a durat atat?! "
679|DialogueOption|Noo Noo caused all of this...|"Noo Noo a provocat toate astea ... "
680|DialogueOption|Noo Noo created monsters.|"Noo Noo a creat monștri. "
681|DialogueOption|It's horrible, they're all dead...|"E oribil, sunt morți ... "
682|DialogueOption|It's over.|"S-a terminat. "
683|DialogueOption|I'm shutting you down.|"Te inchid. "
684|DialogueOption|Farewell, Noo Noo.|"Adio, Noo Noo. "
685|DialogueOption|...Shut up.|"...Taci. "
686|DialogueOption|It's over Noo Noo, give up now.|"S-a terminat Noo Noo, renunță acum. "
687|DialogueOption|I defeated The Announcer.|"L-am învins pe vestitor. "
688|DialogueOption|I'm not letting you get away with this!|"Nu te las să scapi de asta! "
689|DialogueOption|What are you talking about?|"Despre ce vorbesti? "
690|DialogueOption|New Borns?|"Nou-născuți? "
691|DialogueOption|What? No way, you can't do this!|Ce? În nici un caz, nu poți face asta!
692|DialogueOption|So that's what I encountered at the secret lair.|Deci asta am întâlnit la vizuina secretă.
693|DialogueOption|That is very impressive.|"Acest lucru este foarte impresionant. "
694|DialogueOption|But.. that's impossible...|"Dar ... este imposibil ... "
695|DialogueOption|Join you? Never, you killed my friends!|Sa ma alatur tie? Niciodată, tu mi-ai ucis prietenii!
696|DialogueOption|I'm listening...|"Ascult... "
697|DialogueOption|Over my dead body.|"Peste cadavrul meu. "
698|DialogueOption|Sounds good to me.|"Sună bine. "
699|DialogueOption|Now that I think of it... No.|"Acum mă gândesc la asta ... Nu. "
700|DialogueOption|Seriously? You're sick!|"Serios? Esti bolnav! "
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|Nu, deloc. Nu vei simți nimic.
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|Da, suntem la facilitatea de budincă. Ceea ce vezi înaintea ta este alimentarea principală cu budincă.
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|Călătorește prin conducte către mașinile de budincă.
704|Speech (Noo Noo)|This is what I infected.|"Asta am infectat.
"
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|Nu sunteți renăscut,  știi că ai încă potențial neexploatat.
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|"Trebuie să rezolvăm acest lucru, trebuie să mâncați din budinca infectată.
"
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|"Acum este timpul să deveniți una cu noua lume.
"
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|"Bine, acesta este modul în care trebuie să fie lucrurile.
"
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|"Sunt impresionat de alegerile tale, vei fi cel mai mare renascut dintre ei.
"
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|"Mă vei sluji bine.
"
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|"Nu credeai că vei reuși să ieși din asta in viața, nu-i asa?
"
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|"Credeam că ai înțeles noua lume.
"
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|"Ești așa de nebun, crezi că nu voi scăpa cu asta. Gresesti.
"
715|Speech (Noo Noo)|I'm afraid you have no choice.|"Mă tem că nu ai de ales.
"
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|Este regretabil că ți-ai pierdut picioarele în cădere ... Nu contează.
717|Speech (Noo Noo)|It's time for you to obey my command.|"E timpul să ascultați comanda mea.
"
718|Speech (Noo Noo)|My plan is almost complete.|"Planul meu este aproape complet.
"
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|"Nou-născuții preiau terenurile pe măsură ce vorbim, eliminând lumea tuturor lucrurilor vii.
"
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|Armata încearcă să-i oprească, dar aceștea sunt depășiti, nu vor reuși.
721|Hotspot|PO|PO
722|Hotspot|Noo Noo|Noo Noo
723|DialogueOption|That's a lot of custard.|"E o mulțime de budincă.
"
724|DialogueOption|I think you underestimate the military.|"Cred că subestimezi militarii.
"
725|DialogueOption|I see.|"Inteleg.
"
726|DialogueOption|So what now?|"Și ce acum?
"
727|DialogueOption|What do you mean?|"Ce vrei sa spui?
"
728|DialogueOption|I don’t know.. Will it hurt?|"Nu stiu .. imi va face rau?
"
729|DialogueOption|I'm ready.|"Sunt gata.
"
730|DialogueOption|What? I'm not eating any custard!|"Ce? Nu mănânc nici o budincă!
"
731|DialogueOption|You can forget it, I'm leaving.|"Poți să uiți, eu plec.
"
732|DialogueOption|In that case, give me the custard.|"În acest caz, dă-mi budinca.
"
733|DialogueOption|Po is that you?|Po ăsta esti tu?
734|DialogueOption|Can you hear me?|"Mă poţi auzi?
"
735|DialogueOption|[Leave]|"[Pleaca]
"
736|InventoryItem|Toolbox|"Trusa de scule
"
737|InventoryItem|Custard|Budincă
738|InventoryItem|Camera|Camera
739|InventoryItem|Pipe|Conducta
740|InventoryItem|Rock|Piatra
741|InventoryItem|Key Card|"Cartelă de acces
"
742|HotspotPrefix|Use|Foloseste
743|HotspotPrefix|on|pe
744|CursorIcon|Use|Foloseste
745|CursorIcon|Talk to|"Vorbeste cu
"
746|CursorIcon|Look at|"Uita-te la
"
747|MenuElement (PauseTitle)|Paused|Joc in pauza
748|MenuElement (ResumeButton)|Resume|"Reia
"
749|MenuElement (OptionsButton)|Options|"Opțiuni
"
750|MenuElement (QuitButton)|Quit|Închide
751|MenuElement (TitleLabel)|Options|"Opțiuni
"
752|MenuElement (SpeechSlider)|Speech volume|Volumul vorbei
753|MenuElement (MusicSlider)|Music volume|"Volumul muzicii
"
754|MenuElement (SFXSlider)|SFX volume|"Volumul SFX
"
755|MenuElement (LanguageCycle)|Language|Limbă
756|MenuElement (SubtitlesToggle)|Subtitles|"Subtitrare
"
757|MenuElement (BackButton)|Back|"Înapoi
"
758|MenuElement (TitleLabel)|Save game|"Salveaza jocul
"
759|MenuElement (SavesList)|New save|Salvare noua
760|MenuElement (BackButton)|Back|"Înapoi
"
761|MenuElement (TitleLabel)|Load game|"Incarca jocul
"
762|MenuElement (BackButton)|Back|"Înapoi
"
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|meniu
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|"TEST TEST TEST TEST "
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|recipient
770|MenuElement (CloseButton)|Close|"Închide
"
771|MenuElement (TakeAllButton)|Take all|"Ia totul
"
772|MenuElement (InventoryLabel)|Inventory|Inventar
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|Creaza
780|MenuElement (CloseButton)|Close|"Închide
"
781|MenuElement (IngredientsLabel)|Ingredients|ingrediente
782|MenuElement (InventoryLabel)|Inventory|Inventar
783|MenuElement (OutputLabel)|Output|Volum
784|MenuElement (HotspotLabel)|Test yy pp|Testeaza yy pp
785|MenuElement (Controls)|Combat Controls|Controalele de lupta
786|MenuElement (Attack)|Left click to attack.|"Clic pe stânga pentru a ataca.
"
787|MenuElement (Block)|Hold the right mouse button to block.|Ține apasat click dreapta pentru a bloca.
788|MenuElement (Sprint)|Hold shift to sprint.|Ține apasat shift pentru a alerga.
789|MenuElement (Roll)|While blocking, move in any direction to roll.|În timpul blocării, deplasați-vă în orice direcție pentru a vă rostogoli.
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|Bara galbenă este viata ta; Colecteaza sfere verzi  pentru a recâștiga din viata.
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|Bara albastră este rezistența ta; Vei pierde din rezistență atunci când alergi, blochezi atacurile și alergi.
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|Bara albastră este rezistența ta; Vei pierde rezistență atunci când alergi, blocând atacurile și rostogolindu-te.
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|Dacă încerci să blochezi un atac fără destula rezistență; Vei face primi daune.
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|"
Când vedeți un bliț roșu; Înseamnă că inamicul este pe punctul de a ataca."
795|MenuElement (Continue)|Continue|Continua
796|MenuElement (ShiftTxt)|Run|Fugi
797|MenuElement (WSADTxt)|Move|Muta
798|MenuElement (MouseTxt)|Interact|Interacționeaza
799|MenuElement (NightVision)|Right click to toggle night vision|"Faceți clic dreapta pentru a aprinde vizunea de noapte
"
800|MenuElement (Crouch)|Hold CTRL or C to crouch|Țineți apăsat CTRL sau C pentru a piti.
801|MenuElement (ShowInventory)|Move cursor here to view inventory|"Mutați cursorul aici pentru a vedea inventarul
"
802|MenuElement (TenHoursLater)|10 hours later...|"10 ore mai târziu ...
"
803|MenuElement (SometimeLater)|Sometime later...|"Ceva timp mai târziu...
"
