ID|Type|Original line|The translation
626|Speech (MilitaryTubby (4))|Sir, Over here!|¡Señor, por aquí!
627|Speech (MilitaryTubby (4))|You might want to see this...|Quizá quiera ver esto...
628|Speech (Sargent)|Dear god....|Dios santo...
629|Speech (Sargent)|Prepare all units for an invasion...|Preparen todas las unidades para una invasión...
630|Speech (Player)|We must fight.|Debemos pelear.
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|Derrotaste a El Locutor, me has probado que eres de gran valor.
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|Te he subestimado, Guardían. Al derrotar a El Locutor, me has probado que eres de gran valor.
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|Eres muchísimo más inteligente y fuerte de lo que creí. Eres diferente al resto.
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|Si te unes a mi, entonces juntos podemos hacer del mundo un lugar mejor.
635|Speech (Noo Noo)|Yes, they are part of my creation.|Sí, son parte de mi creación.
636|Speech (Noo Noo)|I'm impressed.|Estoy impresionado.
637|Speech (Sargent)|Caused what? It's just a vacuum.|¿Causó qué? Sólo es una aspiradora.
638|Speech (Noo Noo)|It's too late, I already have.|Es demasiado tarde, ya lo hice.
639|Speech (Noo Noo)|It is the way things should be.|Es la manera en que las cosas deberían ser.
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|¿Una aspiradora creó monstruos? ¿Por quién me tomas?
641|Speech (Sargent)|Explain yourself.  Now.|Explíquese.  Ahora.
642|Speech (Noo Noo)|That is unfortunate.|Eso es desafortunado.
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|Dispérsense, vean si pueden encontrar algo...
644|Speech (MilitaryTubby)|Damn...|Demonios...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|Demonios... ¿qué crees que asesinó a esta pobre alma?
646|Speech (Sargent)|The body is still warm, this happened recently.|El cuerpo aún está cálido, esto pasó recientemente.
647|Speech (MilitaryTubby)|Sir! We've got a problem...|¡Señor! Tenemos un problema...
648|Speech (MilitaryTubby)|What the hell?|¿Qué demonios?
649|Speech (MilitaryTubby)|What are those things?|¿Qué son esas cosas?
650|Speech (Sargent)|All units, open fire!|Todas las unidades, ¡abran fuego!
651|Speech (MilitaryTubby (2))|There's too many!|¡Hay demasiados!
652|Speech (MilitaryTubby (2))|We're being overrun!|¡Nos están invadiendo!
653|Speech (Sargent)|God help us...|Que dios nos ampare...
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|Juntos, limpiaremos el mundo de los débiles y crearemos una raza superior.
655|Speech (Noo Noo)|No, things have just begun.|No, las cosas recién empiezan.
656|Speech (Noo Noo)|Actually, that's the plan.|En realidad, ese es el plan.
657|Speech (Player)|It's done.|Se acabó.
658|Speech (Player)|What th-...|Pero qu-...
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|¿Complicado? De hecho. ¿Imposible? Definitivamente no.
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|Excepto que si puedo, mi querido blanco y peludo amigo.
661|Speech (Player)|I'm sorry, Po.|Lo siento, Po.
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|Podríamos haber trabajado juntos, podríamos haber construído un mundo mejor.
663|Speech (Noo Noo)|Do you really think you've won?|¿En serio crees que has ganado?
664|Speech (Noo Noo)|Your world is about to become ash.|Tu mundo está a punto de volverse cenizas.
665|Speech (Noo Noo)|You're too late.|Llegas demasiado tarde.
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|No, el mundo lo está. Y yo voy a repararlo.
667|Speech (Noo Noo)|So be it, I can see you will never understand.|Pues que así sea, ya veo que jamás entenderás.
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|No vas a pararme, no permitiré eso.
669|Speech (Noo Noo)|Po, Kill...|Po, mata...
670|Speech (Noo Noo)|Yes.|Sí.
671|Speech (Noo Noo)|Enough Po, Finish this!|Suficiente, Po, ¡termina esto!
672|Speech (Player)|Noo Noo, stop!|¡Noo Noo, para!
673|Speech (Noo Noo)|Why are you here? You should be dead.|¿Por qué estás aquí? Deberías estar muerto.
674|Speech (Noo Noo)|Good, you've made the right decision.|Bien, hiciste la decisión correcta.
675|Speech (Noo Noo)|Come with me, we have much to do.|Ven conmigo, tenemos mucho que hacer.
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|Nuestra base está bastante lejos de aquí... Vinimos lo más rápido que pudimos.
677|Speech (Sargent)|Slow down, who's all dead?|Tranquilo, ¿quiénes están todos muertos?
678|DialogueOption|What took you so long?!|¡¿Por qué tardaron tanto?!
679|DialogueOption|Noo Noo caused all of this...|Noo Noo causó todo esto...
680|DialogueOption|Noo Noo created monsters.|Noo Noo creó monstruos.
681|DialogueOption|It's horrible, they're all dead...|Es horrible, todos están muertos...
682|DialogueOption|It's over.|Se acabó.
683|DialogueOption|I'm shutting you down.|Te voy a apagar.
684|DialogueOption|Farewell, Noo Noo.|Adiós, Noo Noo.
685|DialogueOption|...Shut up.|...Cállate.
686|DialogueOption|It's over Noo Noo, give up now.|Se acabó, Noo Noo, ríndete ahora.
687|DialogueOption|I defeated The Announcer.|Vencí a El Locutor.
688|DialogueOption|I'm not letting you get away with this!|¡No dejaré que te salgas con la tuya!
689|DialogueOption|What are you talking about?|¿De qué estás hablando?
690|DialogueOption|New Borns?|¿Recién Nacidos?
691|DialogueOption|What? No way, you can't do this!|¿Qué? No hay manera, ¡no puedes hacer esto!
692|DialogueOption|So that's what I encountered at the secret lair.|Así que eso es lo que encontré en la guarida secreta.
693|DialogueOption|That is very impressive.|Eso es bastante impresionante.
694|DialogueOption|But.. that's impossible...|Pero.. eso es imposible...
695|DialogueOption|Join you? Never, you killed my friends!|¿Unirme a ti? Nunca, ¡asesinaste a mis amigos!
696|DialogueOption|I'm listening...|Te escucho...
697|DialogueOption|Over my dead body.|Sobre mi cadáver.
698|DialogueOption|Sounds good to me.|Suena bien para mi.
699|DialogueOption|Now that I think of it... No.|Ahora que lo pienso... No.
700|DialogueOption|Seriously? You're sick!|¿En serio? ¡Estás enfermo!
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|Oh, para nada. No sentirás nada.
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|Sí, estamos en las instalaciones de papillas.  Lo que ves aquí es el suplemento principal de papillas.
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|Viaja a través de tuberías a las máquinas de papillas.
704|Speech (Noo Noo)|This is what I infected.|Esto es lo que infecté.
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|No estás renacido, ya que aún tienes potencial sin explotar.
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|Debemos arreglar esto, debes comer de la papilla infectada.
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|Ahora es tiempo de que te vuelvas uno con el nuevo mundo.
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|Bien, esta es la manera en la que deben ser las cosas.
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|Estoy impresionado con tus elecciones, serás el mejor renacido de todos.
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|Me servirás bien.
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|No creíste que podrías salir de esta con vida, ¿verdad?
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|Creí que entendías el nuevo mundo.
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|Eres tan ingenuo, crees que no me saldré con la mía. Estás equivocado.
715|Speech (Noo Noo)|I'm afraid you have no choice.|Me temo que no tienes elección.
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|Es desafortunado que hayas perdido tus piernas en la caída... Ni modo.
717|Speech (Noo Noo)|It's time for you to obey my command.|Es hora de que obedezcas mi comando.
718|Speech (Noo Noo)|My plan is almost complete.|Mi plan está casi completo.
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|Los newborns están tomando las tierras mientras hablamos, librando el mundo de todas las cosas vivientes.
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|Los militares intentan pararlos, pero los superan en número, no lo lograrán.
721|Hotspot|PO|Po
722|Hotspot|Noo Noo|Noo Noo
723|DialogueOption|That's a lot of custard.|Eso es mucha papilla.
724|DialogueOption|I think you underestimate the military.|Creo que subestimas a los militares.
725|DialogueOption|I see.|Ya veo.
726|DialogueOption|So what now?|¿Y ahora qué?
727|DialogueOption|What do you mean?|¿Qué quieres decir?
728|DialogueOption|I don’t know.. Will it hurt?|No lo sé.. ¿dolerá?
729|DialogueOption|I'm ready.|Estoy listo.
730|DialogueOption|What? I'm not eating any custard!|¿Qué? ¡No voy a comer ninguna papilla?
731|DialogueOption|You can forget it, I'm leaving.|Puedes olvidarlo, me voy.
732|DialogueOption|In that case, give me the custard.|En ese caso, dame la papilla.
733|DialogueOption|Po is that you?|¿Po, eres tú?
734|DialogueOption|Can you hear me?|¿Puedes oirme?
735|DialogueOption|[Leave]|[Salir]
736|InventoryItem|Toolbox|Caja de Herramientas
737|InventoryItem|Custard|Papilla
738|InventoryItem|Camera|Cámara
739|InventoryItem|Pipe|Tubería
740|InventoryItem|Rock|Piedra
741|InventoryItem|Key Card|Tarjeta de Acceso
742|HotspotPrefix|Use|Usar
743|HotspotPrefix|on|encendido
744|CursorIcon|Use|Usar
745|CursorIcon|Talk to|Hablar a
746|CursorIcon|Look at|Mirar a
747|MenuElement (PauseTitle)|Paused|Pausado
748|MenuElement (ResumeButton)|Resume|Resumir
749|MenuElement (OptionsButton)|Options|Opciones
750|MenuElement (QuitButton)|Quit|Salir
751|MenuElement (TitleLabel)|Options|Opciones
752|MenuElement (SpeechSlider)|Speech volume|Volumen de Diálogo
753|MenuElement (MusicSlider)|Music volume|Volumen de Música
754|MenuElement (SFXSlider)|SFX volume|Volumen de Efectos
755|MenuElement (LanguageCycle)|Language|Idioma
756|MenuElement (SubtitlesToggle)|Subtitles|Subtítulos
757|MenuElement (BackButton)|Back|Volver
758|MenuElement (TitleLabel)|Save game|Guardar juego
759|MenuElement (SavesList)|New save|Nuevo guardado
760|MenuElement (BackButton)|Back|Volver
761|MenuElement (TitleLabel)|Load game|Cargar juego
762|MenuElement (BackButton)|Back|Volver
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|Menú
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|"TEST TEST TEST TEST "
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|Contenedor
770|MenuElement (CloseButton)|Close|Cerrar
771|MenuElement (TakeAllButton)|Take all|Tomar todo
772|MenuElement (InventoryLabel)|Inventory|Inventario
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|Crear
780|MenuElement (CloseButton)|Close|Cerrar
781|MenuElement (IngredientsLabel)|Ingredients|Ingredientes
782|MenuElement (InventoryLabel)|Inventory|Inventario
783|MenuElement (OutputLabel)|Output|Salida
784|MenuElement (HotspotLabel)|Test yy pp|Test yy pp
785|MenuElement (Controls)|Combat Controls|Controles de Combate
786|MenuElement (Attack)|Left click to attack.|Click izquierdo para atacar.
787|MenuElement (Block)|Hold the right mouse button to block.|Manten el botón derecho del mouse para bloquear.
788|MenuElement (Sprint)|Hold shift to sprint.|Manten shift para esprintar.
789|MenuElement (Roll)|While blocking, move in any direction to roll.|Al bloquear, muevete en cualquier dirección para rodar.
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|La barra amarilla es tu salud; consigue orbes verdes de vida para recobrar salud.
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|La barra azul es tu stamina; perderás stamina al esprintar, bloquear ataques y rodar.
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|Para recobrar stamina debes no atacar, bloquear, esprintar o rodar.
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|Si intentas bloquear un ataque sin suficiente stamina; recibirás daño.
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|Cuando veas un destello rojo; significa que el enemigo está a punto de atacar.
795|MenuElement (Continue)|Continue|Continuar
796|MenuElement (ShiftTxt)|Run|Correr
797|MenuElement (WSADTxt)|Move|Moverse
798|MenuElement (MouseTxt)|Interact|Interactuar
799|MenuElement (NightVision)|Right click to toggle night vision|Click derecho para encender/apagar visión nocturna
800|MenuElement (Crouch)|Hold CTRL or C to crouch|Manten CTRL o C para agacharte
801|MenuElement (ShowInventory)|Move cursor here to view inventory|Mueve el cursor aquí para ver el inventario
802|MenuElement (TenHoursLater)|10 hours later...|10 horas más tarde...
803|MenuElement (SometimeLater)|Sometime later...|Algún tiempo más tarde...
