ID|Type|Original line|The translation
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|Ќе можевме да работиме заедно, да направиме подобар свет.
663|Speech (Noo Noo)|Do you really think you've won?|Мислиш дека ти победи?
664|Speech (Noo Noo)|Your world is about to become ash.|Светот ќе стане пепел.
665|Speech (Noo Noo)|You're too late.|Ти касниш.
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|Не, светот е. и јас ќе го поправам.
667|Speech (Noo Noo)|So be it, I can see you will never understand.|Гледам дека нема никогаш да разбереш.
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|Нема да ме сопреш, и нема да го дозволам тоа.
669|Speech (Noo Noo)|Po, Kill...|Po,убивај.
670|Speech (Noo Noo)|Yes.|Да.
671|Speech (Noo Noo)|Enough Po, Finish this!|Ајде Po, заврши го воа.
672|Speech (Player)|Noo Noo, stop!|Noo Noo; сопри!
673|Speech (Noo Noo)|Why are you here? You should be dead.|Зошто си тука? треба да бидеш умрен.
674|Speech (Noo Noo)|Good, you've made the right decision.|Добро, ја направи правата одлука.
675|Speech (Noo Noo)|Come with me, we have much to do.|Дојди со мене, треба нешто да правиме.
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|Нашата база не е далеку од тука... Треба да дојдеме брзо.
677|Speech (Sargent)|Slow down, who's all dead?|Сопри, кој се умрени?
678|DialogueOption|What took you so long?!|Каснете!
679|DialogueOption|Noo Noo caused all of this...|Noo Noo го направи се воа.
680|DialogueOption|Noo Noo created monsters.|Noo Noo ги направи чудовиштата.
681|DialogueOption|It's horrible, they're all dead...|Ужасно е, сите се умрени.
682|DialogueOption|It's over.|Завшрено е.
683|DialogueOption|I'm shutting you down.|Ќе те сопрам.
684|DialogueOption|Farewell, Noo Noo.|Добидување Noo Noo.
685|DialogueOption|...Shut up.|...Преќини.
686|DialogueOption|It's over Noo Noo, give up now.|Се е завршено Noo Noo, откажи се одма.
687|DialogueOption|I defeated The Announcer.|Го победив најавувачот.
688|DialogueOption|I'm not letting you get away with this!|Нема да избегаш со воа!
689|DialogueOption|What are you talking about?|За што зборуваш?
690|DialogueOption|New Borns?|Новородени?
691|DialogueOption|What? No way, you can't do this!|Што? Нема начин, неможеш да го направиш воа!
692|DialogueOption|So that's what I encountered at the secret lair.|Значи тоа е што се сретнав што.
693|DialogueOption|That is very impressive.|Тоа е импресивно.
694|DialogueOption|But.. that's impossible...|Но...Тоа е невозможно...
695|DialogueOption|Join you? Never, you killed my friends!|Со тебе? Никако, ти ги уби мојите другари!
696|DialogueOption|I'm listening...|Јас слушам...
697|DialogueOption|Over my dead body.|Преку моето умрено тело.
698|DialogueOption|Sounds good to me.|Звучи добро за мене.
699|DialogueOption|Now that I think of it... No.|Сега кога јас мислам за тоа... Не.
700|DialogueOption|Seriously? You're sick!|Сериозен ли си? ти си гнасен!
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|Ох, не ни ич. Нема да чуствуваш ништо.
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|Да, ние сме кај фацилитетот за таби крем. Што гледаш пред тебе е главното снабдување на таби крем.
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|Оди преку цевки до таби крем машини.
704|Speech (Noo Noo)|This is what I infected.|Воа е што јас инфицирав.
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|Ти не си новороден, Ами ти имаш потенциал.
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|Треба да го поправиме воа, треба да јадеш од инфицираниот таби крем.
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|Сега е време за ти да станеш еден со новиот свет.
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|Добро, овој е начинот светот како треба да биде.
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|Импресиран сум со твојите одлуки, ќе бидеш најдобриот новороден од сите.
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|Ќе ме служиш ти добро.
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|Не мислеше дека ќе испаднеш жив од воа нели?
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|Ти си будала, не мисли дека јас нема да избегам со овоа. ти си грешен.
715|Speech (Noo Noo)|I'm afraid you have no choice.|Се плашам дека немаш никаков избор.
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|Несреќно е дека ги изгуби твоите нози кога падна....
717|Speech (Noo Noo)|It's time for you to obey my command.|Време е за ти да го почитуваш мојот заповед.
718|Speech (Noo Noo)|My plan is almost complete.|
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|Новородените ги зимаат земјите како зборуваме.
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|Војската провуваат да ги сопрат, но тие се побројни, нема да победат.
721|Hotspot|PO|PO
722|Hotspot|Noo Noo|Noo Noo
723|DialogueOption|That's a lot of custard.|Тоа е многу таби крем.
724|DialogueOption|I think you underestimate the military.|Мислам дека ја потценувате војската.
725|DialogueOption|I see.|Гледам.
726|DialogueOption|So what now?|И што сега?
727|DialogueOption|What do you mean?|Што мислиш?
728|DialogueOption|I don’t know.. Will it hurt?|Не знам... Ќе боли ли?
729|DialogueOption|I'm ready.|Јас сум подготвен.
730|DialogueOption|What? I'm not eating any custard!|Што? не јадам никаков таби крем!
731|DialogueOption|You can forget it, I'm leaving.|Заборави за тоа, јас ќе си одам.
732|DialogueOption|In that case, give me the custard.|Епа на таа работа, дај ми го таби кремот.
733|DialogueOption|Po is that you?|Po ти ли си тоа?
734|DialogueOption|Can you hear me?|Можеш ли да ме слушаш?
735|DialogueOption|[Leave]|[Излези]
736|InventoryItem|Toolbox|Кутија со алатки
737|InventoryItem|Custard|Таби крем
738|InventoryItem|Camera|Камера
739|InventoryItem|Pipe|Цевка
740|InventoryItem|Rock|Камен
741|InventoryItem|Key Card|Кредитна карта
742|HotspotPrefix|Use|Користи
743|HotspotPrefix|on|уклучи
744|CursorIcon|Use|Користи
745|CursorIcon|Talk to|Зборувај со
746|CursorIcon|Look at|Гледај
747|MenuElement (PauseTitle)|Paused|Паузирано
748|MenuElement (ResumeButton)|Resume|Продолжи
749|MenuElement (OptionsButton)|Options|Опции
750|MenuElement (QuitButton)|Quit|Исклучи
751|MenuElement (TitleLabel)|Options|Опции
752|MenuElement (SpeechSlider)|Speech volume|Јачина за говор
753|MenuElement (MusicSlider)|Music volume|Јачина за музика
754|MenuElement (SFXSlider)|SFX volume|Јачина за SFX
755|MenuElement (LanguageCycle)|Language|Јазик
756|MenuElement (SubtitlesToggle)|Subtitles|Субтитли
757|MenuElement (BackButton)|Back|Врати
758|MenuElement (TitleLabel)|Save game|Зачувај ја играта
759|MenuElement (SavesList)|New save|Ново зачување
760|MenuElement (BackButton)|Back|Врати
761|MenuElement (TitleLabel)|Load game|Лоадирај игра
762|MenuElement (BackButton)|Back|Врати
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|Мењу
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|ТЕСТ ТЕСТ ТЕСТ ТЕСТ
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|Контањер
770|MenuElement (CloseButton)|Close|Исклучи
771|MenuElement (TakeAllButton)|Take all|Земи се
772|MenuElement (InventoryLabel)|Inventory|Инвенторија
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|Направи
780|MenuElement (CloseButton)|Close|Исклучи
781|MenuElement (IngredientsLabel)|Ingredients|Рецепт.
782|MenuElement (InventoryLabel)|Inventory|Инвенторија
783|MenuElement (OutputLabel)|Output|Излез
784|MenuElement (HotspotLabel)|Test yy pp|Тест ѕѕ пп
785|MenuElement (Controls)|Combat Controls|Контроли за напад
786|MenuElement (Attack)|Left click to attack.|Притисни левиот маус за напад
787|MenuElement (Block)|Hold the right mouse button to block.|Држи го десното копче од маусот за да блокираш.
788|MenuElement (Sprint)|Hold shift to sprint.|Држи Shift  за да трчаш.
789|MenuElement (Roll)|While blocking, move in any direction to roll.|Додека блокираш, одете на која сакате насока за да направите салто.
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|Жолтата линија е твојата сила; колектирај зелени топки кој ти даваат сила за да добиеш сила.
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|Плавата линија е твојата издржливост;Губиш издржливост додека трчаш,блокирање напади и правање салто.
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|За да добиеш издржливост вие не треба ни да нападувате, ни да блокирате или да правете салто.
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|Ако провуеш да блокираш напад без издржливост, ке добиете штета
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|Ако видиш црвено светло, тоа мисли дека чудовиштето ќе нападне.
795|MenuElement (Continue)|Continue|Продолжи
796|MenuElement (ShiftTxt)|Run|Трчај
797|MenuElement (WSADTxt)|Move|Оди
798|MenuElement (MouseTxt)|Interact|Интерактирај
799|MenuElement (NightVision)|Right click to toggle night vision|Десен клик за ноќно гледање
800|MenuElement (Crouch)|Hold CTRL or C to crouch|Држи CTRL или C за да клечиш
801|MenuElement (ShowInventory)|Move cursor here to view inventory|Стави го маусот тука за да го гледаш твојата инвенторија.
802|MenuElement (TenHoursLater)|10 hours later...|После 10 саати...
803|MenuElement (SometimeLater)|Sometime later...|Неколку време напред...
