ID|Type|Original line|The translation
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|Nu når en ny teletubbie bliver skabt vil de allerede have min virus i sig.
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|Den eneste bivirkning er at de ikke kan gro pels, men det er ligegyldigt for de udøde.
622|Speech (Noo Noo)|They are my New Borns.|De er mine nye nyfødte.
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Maskinerne er ved at skabe en hær af nyfødte. De oversvømmer landene og inficerer alt liv, mens vi taler.
624|Speech (Player)|It's the military, they're here.|Det er militæret, de er her.
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|Jeg er Sergent Miles, Vi modtog et nødsignal. Hvad er problemet.
626|Speech (MilitaryTubby (4))|Sir, Over here!|Sir, her over!
627|Speech (MilitaryTubby (4))|You might want to see this...|Du ville måske se det her...
628|Speech (Sargent)|Dear god....|Gode gud....
629|Speech (Sargent)|Prepare all units for an invasion...|Forbered alle enheder til en invation...
630|Speech (Player)|We must fight.|Vi må kæmpe.
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|Du besejrede speakeren, Du har vist mig at du besidder stor værdi.
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|Jeg undervurderet dig, Vogter. Ved at besejre speakeren, har du vist mig at du besidder stor værdi.
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|Du er meget klogere og stærkere end jeg troede. Du er anderledes end resten.
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|Hvis du slutter dig til mig, kan vi sammen gøre verden til et bedre sted.
635|Speech (Noo Noo)|Yes, they are part of my creation.|Ja, de er en del af min skabelse.
636|Speech (Noo Noo)|I'm impressed.|Jeg er imponeret.
637|Speech (Sargent)|Caused what? It's just a vacuum.|Skyldes hvad? Det er bare en støvsuger.
638|Speech (Noo Noo)|It's too late, I already have.|Det er forsent, det har jeg allerede.
639|Speech (Noo Noo)|It is the way things should be.|Det er sådan tingene skal være.
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|En støvsuger skabte monstre? Hvad tager du mig for.
641|Speech (Sargent)|Explain yourself.  Now.|Forklar dig selv. Nu.
642|Speech (Noo Noo)|That is unfortunate.|Det er uheldigt.
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|Spred jer, se om i kan finde noget...
644|Speech (MilitaryTubby)|Damn...|Pokkers...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|Pokker... Hvad tror du drabte denne stakkels sjæl?
646|Speech (Sargent)|The body is still warm, this happened recently.|Kroppen er stadig varm, dette skete for nyligt.
647|Speech (MilitaryTubby)|Sir! We've got a problem...|Sir! vi har et problem...
648|Speech (MilitaryTubby)|What the hell?|Hvad i alverden?
649|Speech (MilitaryTubby)|What are those things?|Hvad er de ting?
650|Speech (Sargent)|All units, open fire!|alle enheder, åben ild!
651|Speech (MilitaryTubby (2))|There's too many!|Der er for mange!
652|Speech (MilitaryTubby (2))|We're being overrun!|Vi er ved at blive Besejret!
653|Speech (Sargent)|God help us...|Gud hjælp os...
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|Sammen, vil vi befri verden for de svage og skabe en overlegen race.
655|Speech (Noo Noo)|No, things have just begun.|Nej, tingene er kun lige begyndt.
656|Speech (Noo Noo)|Actually, that's the plan.|Faktisk, det er planen.
657|Speech (Player)|It's done.|Det er gjort.
658|Speech (Player)|What th-...|Hvad i-...
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|Kompliceret? Faktisk. Umuligt? Abslolut ikke.
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|Bortset fra at jeg kan, min kære hvide ven.
661|Speech (Player)|I'm sorry, Po.|Undskyld, Po.
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|Vi kunne have arbejdet sammen, vi kunne have bygget en bedre verden.
663|Speech (Noo Noo)|Do you really think you've won?|Tror du virkelig at du har fundet?
664|Speech (Noo Noo)|Your world is about to become ash.|Din verden er ved at blive til aske.
665|Speech (Noo Noo)|You're too late.|Du er forsent på den.
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|Nej, verden er. Og jeg skal til at fikse den.
667|Speech (Noo Noo)|So be it, I can see you will never understand.|Sådan må det være, jeg kan se at du aldrig kommer til at forstå.
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|Du kommer ikke til at stoppe mig, det vil jeg ikke tillade.
669|Speech (Noo Noo)|Po, Kill...|Po, dræb...
670|Speech (Noo Noo)|Yes.|Ja.
671|Speech (Noo Noo)|Enough Po, Finish this!|Det er nok Po, afslut dette.
672|Speech (Player)|Noo Noo, stop!|Noo Noo, stop!
673|Speech (Noo Noo)|Why are you here? You should be dead.|Hvorfor er du her? du burde være død.
674|Speech (Noo Noo)|Good, you've made the right decision.|Godt, du har truffet den rette beslutning.
675|Speech (Noo Noo)|Come with me, we have much to do.|Kom med mig, vi har meget at gøre.
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|Vores base er ret langt væk herfra... Vi kom så hurtigt vi kunne.
677|Speech (Sargent)|Slow down, who's all dead?|Sænk farten, hvem er døde?
678|DialogueOption|What took you so long?!|Det tog dig lang tid?!
679|DialogueOption|Noo Noo caused all of this...|Noo Noo er skylden til alt det her...
680|DialogueOption|Noo Noo created monsters.|Noo Noo skabte monstrene.
681|DialogueOption|It's horrible, they're all dead...|Det er forfærdeligt, de er alle sammen døde.
682|DialogueOption|It's over.|Det er slut.
683|DialogueOption|I'm shutting you down.|Jeg slukker for dig.
684|DialogueOption|Farewell, Noo Noo.|Farvel Noo Noo.
685|DialogueOption|...Shut up.|...Hold kæft.
686|DialogueOption|It's over Noo Noo, give up now.|Det er slut Noo Noo, giv nu op.
687|DialogueOption|I defeated The Announcer.|Jeg besejrede speakeren.
688|DialogueOption|I'm not letting you get away with this!|Jeg lader dig ike slippe afsted med det her!
689|DialogueOption|What are you talking about?|Hvad taler du om?
690|DialogueOption|New Borns?|Nyfødte?
691|DialogueOption|What? No way, you can't do this!|Hvad? På ingen måde, Det kan du ikke gøre!
692|DialogueOption|So that's what I encountered at the secret lair.|Så det var hvad jeg stødte på i det skjulte lager.
693|DialogueOption|That is very impressive.|Det er meget imponerende.
694|DialogueOption|But.. that's impossible...|Men.. det er umuligt...
695|DialogueOption|Join you? Never, you killed my friends!|Slutte mig til dig? aldrig, du dræbte mine venner!
696|DialogueOption|I'm listening...|Jeg lytter...
697|DialogueOption|Over my dead body.|Over min døde krop.
698|DialogueOption|Sounds good to me.|Lyder godt til mig.
699|DialogueOption|Now that I think of it... No.|Nu hvor jeg tænker over det... Nej.
700|DialogueOption|Seriously? You're sick!|Seriøst? Du er syg!
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|Oh, overhovedet ike. Du vil ikke kunne føle noget.
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|Ja, vi er i jordbæris fabriken. Hvad du ser nu er hoved jordbæris forsyning
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|Det flyder gennem rørledningerne til jordbæris maskinerne.
704|Speech (Noo Noo)|This is what I infected.|Det her er hvad jeg inficeret.
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|Du er ikke genfødt, som du nok ved har du stadig uudnyttet potentiale.
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|Vi er nødt til at fikse det her, du må spise af den inficeret jordbæris.
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|Nu er det tid for dig at slutte dig til den nye verden.
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|Godt, det er sådan tingene skal være.
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|Jeg er imponeret over dit valg, du vil være den mægtigeste genfødte af dem alle.
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|Du vil tjene mig godt.
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|Du troede da ikke du kunne slippe fra det her i live gjorde du?
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|Jeg troede du forstod den nye verden.
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|Du er så dum, du tror at jeg ikke slipper afsted med dette her. du tager fejl.
715|Speech (Noo Noo)|I'm afraid you have no choice.|Jeg er bange for at du ike har noget valg.
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|Det er uheldigt at du mistede dine ben i faldet... lige meget.
717|Speech (Noo Noo)|It's time for you to obey my command.|Det er tid til at du adlyder mine kommandoer.
718|Speech (Noo Noo)|My plan is almost complete.|Min plan er næsten færdig.
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|De nyfødte overtager landene mens vi taler, befrier dem fra alt levende.
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|Militæret præver at stoppe dem, men de er i under tal, de vil fejle.
721|Hotspot|PO|Po
722|Hotspot|Noo Noo|Noo Noo
723|DialogueOption|That's a lot of custard.|Det er en masse jordbæris
724|DialogueOption|I think you underestimate the military.|Jeg tror du undervurder militæret.
725|DialogueOption|I see.|Jeg forstår.
726|DialogueOption|So what now?|Så hvad nu?
727|DialogueOption|What do you mean?|Hvad mener du?
728|DialogueOption|I don’t know.. Will it hurt?|Jeg ved ikke.. Gør det ondt?
729|DialogueOption|I'm ready.|Jeg er klar.
730|DialogueOption|What? I'm not eating any custard!|Hvad? Jeg spiser ikke noget jordbæris
731|DialogueOption|You can forget it, I'm leaving.|Du kan glemme det, jeg går.
732|DialogueOption|In that case, give me the custard.|I det tilfælde, giv mig noget jordbæris.
733|DialogueOption|Po is that you?|Po er det dig?
734|DialogueOption|Can you hear me?|Kan du høre mig?
735|DialogueOption|[Leave]|[Gå]
736|InventoryItem|Toolbox|Værktøjskasse
737|InventoryItem|Custard|Jordbæris
738|InventoryItem|Camera|Kamera
739|InventoryItem|Pipe|Rør
740|InventoryItem|Rock|Sten
741|InventoryItem|Key Card|Nøgle Kort
742|HotspotPrefix|Use|Brug
743|HotspotPrefix|on|Tænd
744|CursorIcon|Use|Brug
745|CursorIcon|Talk to|Tal med
746|CursorIcon|Look at|Se på
747|MenuElement (PauseTitle)|Paused|Pausede
748|MenuElement (ResumeButton)|Resume|Fortsæt
749|MenuElement (OptionsButton)|Options|Indstillinger
750|MenuElement (QuitButton)|Quit|Forlad
751|MenuElement (TitleLabel)|Options|Indstillinger
752|MenuElement (SpeechSlider)|Speech volume|Tale lydstyrke
753|MenuElement (MusicSlider)|Music volume|Musik lydstyrke
754|MenuElement (SFXSlider)|SFX volume|SFX lydstyrke
755|MenuElement (LanguageCycle)|Language|Sprog
756|MenuElement (SubtitlesToggle)|Subtitles|Undertekster
757|MenuElement (BackButton)|Back|Tilbage
758|MenuElement (TitleLabel)|Save game|Gem spil
759|MenuElement (SavesList)|New save|Nyt spil
760|MenuElement (BackButton)|Back|Tilbage
761|MenuElement (TitleLabel)|Load game|Indlæs spil
762|MenuElement (BackButton)|Back|Tilbage
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|Menu
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|"TEST TEST TEST TEST "
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|Container
770|MenuElement (CloseButton)|Close|Luk
771|MenuElement (TakeAllButton)|Take all|Tag alle
772|MenuElement (InventoryLabel)|Inventory|Lagerbeholdning
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|Kasse
780|MenuElement (CloseButton)|Close|Luk
781|MenuElement (IngredientsLabel)|Ingredients|Ingredienser
782|MenuElement (InventoryLabel)|Inventory|Lagerbeholdning
783|MenuElement (OutputLabel)|Output|Output
784|MenuElement (HotspotLabel)|Test yy pp|Test yy pp
785|MenuElement (Controls)|Combat Controls|Kamp Styringer
786|MenuElement (Attack)|Left click to attack.|Venstreklik for at anbribe.
787|MenuElement (Block)|Hold the right mouse button to block.|Hold højre muse knap nede for at blokere.
788|MenuElement (Sprint)|Hold shift to sprint.|Hold shift nede for at løbe.
789|MenuElement (Roll)|While blocking, move in any direction to roll.|Mens du blokere, bevæg dig i enhver retning for at rulle.
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|Den gule bar er dit liv; samle grønne livs kulger for at få liv.
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|Den blå bar er din udholdenhed; du vil miste udholdenhed når du løber, blokere og ruller.
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|For at genvinde udholdenhed skal du lade vær med at angribe, blokere, løbe og rulle.
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|Hvis du prøver at blokere et angreb uden nok udholdenhed; vil du tage skade.
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|Når du ser et rødt glimt; betyder det at en fjende skal til at angribe.
795|MenuElement (Continue)|Continue|Fortsæt
796|MenuElement (ShiftTxt)|Run|Løb
797|MenuElement (WSADTxt)|Move|Bevæg dig
798|MenuElement (MouseTxt)|Interact|Påvirke
799|MenuElement (NightVision)|Right click to toggle night vision|Højreklik for at skifte nattesyn
800|MenuElement (Crouch)|Hold CTRL or C to crouch|Hold CTRL eller C for at dukke
801|MenuElement (ShowInventory)|Move cursor here to view inventory|Bevæg musen her for at vise lagerbeholdning
802|MenuElement (TenHoursLater)|10 hours later...|10 timer senere...
803|MenuElement (SometimeLater)|Sometime later...|Noget tid senere...
