ID|Type|Original line|The translation
615|DialogueOption|You won't get away with this, Noo Noo.|Tu ne t'en sortira pas comme ça, Noo Noo.
616|DialogueOption|I agree.|Je suis d'accord.
617|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Les machines sont en train de créer une armée de Nouveaux-Nés. Ils envahissent les terres, infectant toutes vies, à cet instant même.
618|Speech (Player)|What are you talking about?|De quoi tu parles?
619|Speech (Noo Noo)|Infecting the custard is only one step of my plan, I have also injected my virus into the teletubby creation machines.|Infecter les tubby-délices n'est qu'une étape de mon plan, J'ai aussi injecté mon virus dans les machines créant les télétubbies.
620|Speech (Noo Noo)|Now when a new teletubby is made, they already have my virus in their bodies.|Ainsi, lorsque les télétubbies sont faits, ils sont déjà infectés.
621|Speech (Noo Noo)|The only side affect to this is that they are unable to grow fur, but that does not matter to the undead.|Le seul inconvénient est qu'ils sont incapables d'avoir de la fourrure, mais ça n'a pas d'importance pour les morts-vivants.
622|Speech (Noo Noo)|They are my New Borns.|Ce sont mes Nouveaux-Nés.
623|Speech (Noo Noo)|The machines are creating an army of New Borns.  They're flooding the lands, infecting all life as we speak.|Les machines sont en train de créer une armée de Nouveaux-Nés. Ils envahissent les terres, infectant toutes vies, à cet instant même.
624|Speech (Player)|It's the military, they're here.|C'est les militaires, ils sont là.
625|Speech (Sargent)|I am Sargent Miles, We recieved a distress call.  What's the problem?|Je suis le Sergent Miles, Nous avons reçu un appel de détresse. Quel est le problème?
626|Speech (MilitaryTubby (4))|Sir, Over here!|Monsieur, Là-bas!
627|Speech (MilitaryTubby (4))|You might want to see this...|Vous voudriez peut-être voir cela...
628|Speech (Sargent)|Dear god....|Mon dieu....
629|Speech (Sargent)|Prepare all units for an invasion...|Préparez toutes les unités pour une invasion...
630|Speech (Player)|We must fight.|Nous devons nous battre.
631|Speech (Noo Noo)|You defeated The Announcer, you have proved to me that you hold great value.|Tu as vaincu L'Announceur, tu m'as démontré que tu détenait une grande valeur.
632|Speech (Noo Noo)|I've underestimated you, Guardian. By defeating The Announcer, you have proved to me that you hold great value.|Je t'ai sous-estimé, Gardien. En vainquant L'Annonceur, tu m'as démontré que tu détenait une grande valeur.
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|Tu es plus intelligent et plus fort que je ne le pensais. Tu es différent du reste.
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|Si tu te joins à moi, alors nous pourrons faire de ce monde un monde meilleur.
635|Speech (Noo Noo)|Yes, they are part of my creation.|Oui, ce sont l'une des mes créations.
636|Speech (Noo Noo)|I'm impressed.|Je suis surpris.
637|Speech (Sargent)|Caused what? It's just a vacuum.|C'est juste un aspirateur.
638|Speech (Noo Noo)|It's too late, I already have.|C'est trop tard, Je l'ai déjà fait.
639|Speech (Noo Noo)|It is the way things should be.|C'est comme ça que les chosent doivent êtres.
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|Un aspirateur a créer des monstres? Vous me prenez pour quoi.
641|Speech (Sargent)|Explain yourself.  Now.|Expliquez-vous. Maintenant.
642|Speech (Noo Noo)|That is unfortunate.|C'est malheureux.
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|Vérifiez si vous pouvez trouver quelque chose...
644|Speech (MilitaryTubby)|Damn...|Zut...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|Mince... Qu'est-ce qui aurait pu tuer cette pauvre âme?
646|Speech (Sargent)|The body is still warm, this happened recently.|Le corps est toujours chaud, c'est arrivé récemment.
647|Speech (MilitaryTubby)|Sir! We've got a problem...|Monsieur! Nous avons un problème...
648|Speech (MilitaryTubby)|What the hell?|Mais qu'est-ce que?
649|Speech (MilitaryTubby)|What are those things?|C'est quoi ces trucs?
650|Speech (Sargent)|All units, open fire!|À toutes les unités, tirer!
651|Speech (MilitaryTubby (2))|There's too many!|Ils sont trop nombreux!
652|Speech (MilitaryTubby (2))|We're being overrun!|Nous sommes dépassés!
653|Speech (Sargent)|God help us...|Que dieu nous aide...
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|Ensemble, Nous allons débarrasser le monde des plus faibles et créer une race supérieure.
655|Speech (Noo Noo)|No, things have just begun.|Non, les choses ne font que commencer.
656|Speech (Noo Noo)|Actually, that's the plan.|En fait, c'est le plan.
657|Speech (Player)|It's done.|C'est fait.
658|Speech (Player)|What th-...|Mais qu'est-ce que-...
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|Compliqué? En effet. Impossible? Absolument pas.
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|Sauf que je peux, mon cher ami blanc pelucheux.
661|Speech (Player)|I'm sorry, Po.|Je suis désolé, Po.
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|Nous aurions pu travailler ensemble, nous aurions pu améliorer ce monde.
663|Speech (Noo Noo)|Do you really think you've won?|Tu pense vraiment pouvoir gagner?
664|Speech (Noo Noo)|Your world is about to become ash.|Ton monde ne vas pas tarder à être réduit en cendres.
665|Speech (Noo Noo)|You're too late.|Tu es trop en retard.
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|Non, c'est le monde qui l'es. Et je vais arranger cela.
667|Speech (Noo Noo)|So be it, I can see you will never understand.|Ainsi soit-il, Je vois que tu ne voudras jamais comprendre.
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|Tu ne vas pas m'arrêter, Je ne te laisserai pas le faire.
669|Speech (Noo Noo)|Po, Kill...|Po, Tue...
670|Speech (Noo Noo)|Yes.|Oui.
671|Speech (Noo Noo)|Enough Po, Finish this!|Ça suffit Po, Terminons-en!
672|Speech (Player)|Noo Noo, stop!|Noo Noo, arrête!
673|Speech (Noo Noo)|Why are you here? You should be dead.|Pourquoi es-tu là? Tu devrais être mort.
674|Speech (Noo Noo)|Good, you've made the right decision.|Bien, tu as pris la bonne décision.
675|Speech (Noo Noo)|Come with me, we have much to do.|Viens avec moi, nous avons tellement à faire.
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|Notre base est assez éloignée... Nous sommes venus le plus rapidement possible.
677|Speech (Sargent)|Slow down, who's all dead?|Attendez, qui est mort?
678|DialogueOption|What took you so long?!|Qu'est-ce qui t'a pris autant de temps?!
679|DialogueOption|Noo Noo caused all of this...|Noo Noo est celui qui a causé tout ça...
680|DialogueOption|Noo Noo created monsters.|Noo Noo a créer des monstres.
681|DialogueOption|It's horrible, they're all dead...|C'est horrible, ils sont tous morts...
682|DialogueOption|It's over.|C'est terminé.
683|DialogueOption|I'm shutting you down.|Je te bloque.
684|DialogueOption|Farewell, Noo Noo.|Adieu, Noo Noo.
685|DialogueOption|...Shut up.|...Ferme-là.
686|DialogueOption|It's over Noo Noo, give up now.|C'est terminé Noo Noo, abandonne.
687|DialogueOption|I defeated The Announcer.|J'ai vaincu L'Annonceur.
688|DialogueOption|I'm not letting you get away with this!|Je ne vais pas te laisser t'en sortir comme ça!
689|DialogueOption|What are you talking about?|De quoi parles-tu?
690|DialogueOption|New Borns?|Nouveaux-Nés?
691|DialogueOption|What? No way, you can't do this!|Quoi? Non, tu ne peux pas!
692|DialogueOption|So that's what I encountered at the secret lair.|Donc c'est ce que j'ai rencontré dans le repaire souterrain.
693|DialogueOption|That is very impressive.|C'est vraiment impressionant.
694|DialogueOption|But.. that's impossible...|Mais.. c'est impossible...
695|DialogueOption|Join you? Never, you killed my friends!|Te joindre? Jamais, tu as tué mes amis!
696|DialogueOption|I'm listening...|J'écoute...
697|DialogueOption|Over my dead body.|Sur mon cadavre.
698|DialogueOption|Sounds good to me.|C'est bon pour moi.
699|DialogueOption|Now that I think of it... No.|Maintenant que j'y pense... Non.
700|DialogueOption|Seriously? You're sick!|Sérieusement? T'es un malade!
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|Oh, pas du tout. Tu ne sentira rien.
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|Oui, nous sommes dans l'Usine de Tubby-Délices. Ce que tu vois devant toi est le principal approvisionnement de tubby-délices.
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|Ça se déplace par canalisations vers des machines à tubby-délices.
704|Speech (Noo Noo)|This is what I infected.|C'est ce que j'ai infecté.
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|Tu n'es pas réssuscité, comme tu le sais tu as encore un potentiel inexploité.
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|Nous devons arranger ça, tu dois manger un tubby-délice infecté.
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|C'est l'heure pour toi de ne faire plus qu'un avec le nouveau monde.
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|Bien, c'est comme ça que les choses doivent êtres.
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|Tes choix me surprennent, tu seras la plus grande résurrection de tous.
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|Tu me serviras.
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|Tu ne pensais pas que tu pourrais sortir de ce vivant, n'est-ce pas?
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|Je pensais que tu avais compris le nouveau monde.
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|Tu es si stupide, tu pensais que t'aller m'arrêter. Tu as faux.
715|Speech (Noo Noo)|I'm afraid you have no choice.|J'ai bien peur que tu n'ai pas le choix.
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|C'est dommage que tu aies perdu tes jambes avec la chute... Peu importe.
717|Speech (Noo Noo)|It's time for you to obey my command.|Tu vas maintenant m'obéir.
718|Speech (Noo Noo)|My plan is almost complete.|Mon plan est presque complet.
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|Les Nouveaux-Nés envahissent les terres à cet instant même, se débarassant de tous les êtres vivants.
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|Les militaires essayent de me stopper, mais ils sont dépassés en nombre, ils n'y arriveront pas.
721|Hotspot|PO|Po
722|Hotspot|Noo Noo|Noo Noo
723|DialogueOption|That's a lot of custard.|Y a beaucoup de tubby-délices.
724|DialogueOption|I think you underestimate the military.|Je pense que tu sous-estime les militaires.
725|DialogueOption|I see.|Je vois.
726|DialogueOption|So what now?|Alors, maintenant?
727|DialogueOption|What do you mean?|Que veux-tu dire?
728|DialogueOption|I don’t know.. Will it hurt?|Je ne sais pas.. C'est douloureux?
729|DialogueOption|I'm ready.|Je suis prêt.
730|DialogueOption|What? I'm not eating any custard!|Quoi? Je ne mange pas de tubby-délices!
731|DialogueOption|You can forget it, I'm leaving.|Oublie.
732|DialogueOption|In that case, give me the custard.|Dans ce cas, donne moi le tubby-délice.
733|DialogueOption|Po is that you?|Po, c'est toi?
734|DialogueOption|Can you hear me?|Tu peux m'entendre?
735|DialogueOption|[Leave]|[Partir]
736|InventoryItem|Toolbox|Caisse à Outils
737|InventoryItem|Custard|Tubby-Délice
738|InventoryItem|Camera|Caméra
739|InventoryItem|Pipe|Tuyau
740|InventoryItem|Rock|Rocher
741|InventoryItem|Key Card|Carte-Clé
742|HotspotPrefix|Use|Utiliser
743|HotspotPrefix|on|Activé
744|CursorIcon|Use|Utiliser
745|CursorIcon|Talk to|Parler
746|CursorIcon|Look at|Regarder
747|MenuElement (PauseTitle)|Paused|En Pause
748|MenuElement (ResumeButton)|Resume|Resumé
749|MenuElement (OptionsButton)|Options|Options
750|MenuElement (QuitButton)|Quit|Quitter
751|MenuElement (TitleLabel)|Options|Options
752|MenuElement (SpeechSlider)|Speech volume|Volume de Discours
753|MenuElement (MusicSlider)|Music volume|Volume de Musique
754|MenuElement (SFXSlider)|SFX volume|Volume SFX
755|MenuElement (LanguageCycle)|Language|Langue
756|MenuElement (SubtitlesToggle)|Subtitles|Sous-titres
757|MenuElement (BackButton)|Back|Retour
758|MenuElement (TitleLabel)|Save game|Sauvegarder
759|MenuElement (SavesList)|New save|Nouvelle Sauvegarde
760|MenuElement (BackButton)|Back|Retour
761|MenuElement (TitleLabel)|Load game|Chargement
762|MenuElement (BackButton)|Back|Retour
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|Menu
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|"TEST TEST TEST TEST "
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|Récipient
770|MenuElement (CloseButton)|Close|Fermer
771|MenuElement (TakeAllButton)|Take all|Tout prendre
772|MenuElement (InventoryLabel)|Inventory|Inventaire
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|Créer
780|MenuElement (CloseButton)|Close|Fermer
781|MenuElement (IngredientsLabel)|Ingredients|Ingrédients
782|MenuElement (InventoryLabel)|Inventory|Inventaire
783|MenuElement (OutputLabel)|Output|Sortie
784|MenuElement (HotspotLabel)|Test yy pp|Test yy pp
785|MenuElement (Controls)|Combat Controls|Contrôle de Combat
786|MenuElement (Attack)|Left click to attack.|Clic Gauche pour attaquer
787|MenuElement (Block)|Hold the right mouse button to block.|Maintenez le Clic Droit pour bloquer.
788|MenuElement (Sprint)|Hold shift to sprint.|Appuyer sur Shift pour courir.
789|MenuElement (Roll)|While blocking, move in any direction to roll.|En bloquant, déplacez-vous dans n'importe quelle direction pour rouler.
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|La Barre Jaune est votre Vitalité; collecter des orbes vertes pour vous régénerer.
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|La Barre Bleue est votre Endurance; vous perdez de l'endurance en courant, bloquant les attaques et en roulant.
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|Pour récupérer de l'Endurance, vous ne devez pas attaquer, bloquer, courir ou rouler.
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|Si vous tenter de bloquer une attaque avec peu d'Endurance; vous recevrez des dégâts.
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|Lorsque vous voyez un flash rouge; cela signifie que l'ennemi est sur le point d'attaquer.
795|MenuElement (Continue)|Continue|Continuer
796|MenuElement (ShiftTxt)|Run|Courir
797|MenuElement (WSADTxt)|Move|Bouger
798|MenuElement (MouseTxt)|Interact|Intéragir
799|MenuElement (NightVision)|Right click to toggle night vision|Clic Droit pour la vision nocturne
800|MenuElement (Crouch)|Hold CTRL or C to crouch|Appuyer sur CTRL ou C pour vous accroupir
801|MenuElement (ShowInventory)|Move cursor here to view inventory|Déplacer votre curseur jusqu'ici pour voir l'inventaire
802|MenuElement (TenHoursLater)|10 hours later...|10 heures plus tar...
803|MenuElement (SometimeLater)|Sometime later...|Un peu plus tard...
