ID|Type|Original line|The translation
688|DialogueOption|I'm not letting you get away with this!|我不會讓你逃脫的！
689|DialogueOption|What are you talking about?|你在說什麼呢？
690|DialogueOption|New Borns?|新生？
691|DialogueOption|What? No way, you can't do this!|什麼？不行，你不能這麼做！
692|DialogueOption|So that's what I encountered at the secret lair.|這就是我在秘密巢穴裡遇到的。
693|DialogueOption|That is very impressive.|真是印象深刻。
694|DialogueOption|But.. that's impossible...|但是..那是不可能的…
695|DialogueOption|Join you? Never, you killed my friends!|和你在一起？不，你殺了我的朋友！
696|DialogueOption|I'm listening...|我在聽…
697|DialogueOption|Over my dead body.|我死也不會同意。
698|DialogueOption|Sounds good to me.|聽起來不錯。
699|DialogueOption|Now that I think of it... No.|現在我想起來了…不.
700|DialogueOption|Seriously? You're sick!|真的嗎？你這個變態！
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|哦，一點也不。你不會有什麼感覺的。
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|是的，我們在奶昔設施這。你看到的是主要的奶昔供應。
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|它通過管道輸送到奶昔機。
704|Speech (Noo Noo)|This is what I infected.|我就是這麼感染它們的。
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|你沒有重生，因為你知道你還有未開發的潜力。
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|我們必須解决這個問題，你必須吃受感染的奶昔。
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|現在是你與新世界合而為一的時候了。
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|很好，事情就是要這樣發展。
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|我對你的選擇印象深刻，你將是他們所有人中最偉大的再生者。
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|你會很好地為我服務。
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|你沒想到你能活著出來，是嗎？
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|我以為你理解這個新世界。
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*打勾、打勾、打勾、打勾、打勾*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|你真蠢，你以為我逃不掉的。你錯了。
715|Speech (Noo Noo)|I'm afraid you have no choice.|恐怕你別無選擇。
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|不幸的是你在秋天失去了雙腿…沒關係。
717|Speech (Noo Noo)|It's time for you to obey my command.|是時候服從於我的命令了。
718|Speech (Noo Noo)|My plan is almost complete.|我的計劃幾乎完成了。
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|新生正在接管土地，並消除眾生。就如同我們所說的
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|軍隊試圖阻止他們，但是他們已經失敗了，他們不會成功。
721|Hotspot|PO|小波
722|Hotspot|Noo Noo|努努
723|DialogueOption|That's a lot of custard.|很多的奶昔。
724|DialogueOption|I think you underestimate the military.|我認為你低估了軍隊。
725|DialogueOption|I see.|我懂了.
726|DialogueOption|So what now?|所以現在呢？
727|DialogueOption|What do you mean?|什麼意思？
728|DialogueOption|I don’t know.. Will it hurt?|我不明白。會疼嗎?
729|DialogueOption|I'm ready.|我準備好了。
730|DialogueOption|What? I'm not eating any custard!|什麼？我才不吃任何奶昔！
731|DialogueOption|You can forget it, I'm leaving.|你可以忘了它，我要走了。
732|DialogueOption|In that case, give me the custard.|那樣的話，奶昔給我。
733|DialogueOption|Po is that you?|小波是你嗎？
734|DialogueOption|Can you hear me?|聽得到我嗎？
735|DialogueOption|[Leave]|[離開]
736|InventoryItem|Toolbox|工具箱
737|InventoryItem|Custard|奶昔
738|InventoryItem|Camera|相機
739|InventoryItem|Pipe|管子
740|InventoryItem|Rock|石頭
741|InventoryItem|Key Card|鑰匙卡
742|HotspotPrefix|Use|使用
743|HotspotPrefix|on|於
744|CursorIcon|Use|使用
745|CursorIcon|Talk to|告訴
746|CursorIcon|Look at|看向
747|MenuElement (PauseTitle)|Paused|已暫停
748|MenuElement (ResumeButton)|Resume|恢復
749|MenuElement (OptionsButton)|Options|選項
750|MenuElement (QuitButton)|Quit|離開
751|MenuElement (TitleLabel)|Options|選項
752|MenuElement (SpeechSlider)|Speech volume|語音音量
753|MenuElement (MusicSlider)|Music volume|聲音音量
754|MenuElement (SFXSlider)|SFX volume|音效音量
755|MenuElement (LanguageCycle)|Language|語言
756|MenuElement (SubtitlesToggle)|Subtitles|字幕
757|MenuElement (BackButton)|Back|返回
758|MenuElement (TitleLabel)|Save game|儲存
759|MenuElement (SavesList)|New save|新檔案
760|MenuElement (BackButton)|Back|返回
761|MenuElement (TitleLabel)|Load game|載入遊戲
762|MenuElement (BackButton)|Back|返回
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|菜單
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|測試 測試 測試 測試
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|容器
770|MenuElement (CloseButton)|Close|關閉
771|MenuElement (TakeAllButton)|Take all|拿走全部
772|MenuElement (InventoryLabel)|Inventory|庫存
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|製作
780|MenuElement (CloseButton)|Close|關閉
781|MenuElement (IngredientsLabel)|Ingredients|成分
782|MenuElement (InventoryLabel)|Inventory|庫存
783|MenuElement (OutputLabel)|Output|輸出
784|MenuElement (HotspotLabel)|Test yy pp|測試 yy pp
785|MenuElement (Controls)|Combat Controls|戰鬥控制
786|MenuElement (Attack)|Left click to attack.|左鍵攻擊。
787|MenuElement (Block)|Hold the right mouse button to block.|按住滑鼠右鍵格擋。
788|MenuElement (Sprint)|Hold shift to sprint.|按住shift衝刺。
789|MenuElement (Roll)|While blocking, move in any direction to roll.|格擋時，移動到任意方向來翻滾。
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|黃色條條是你的生命值；收集綠色的血球恢復健康。
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|藍色條條是你的耐力；你在衝刺、阻斷攻擊和滾動時會減少。
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|為了恢復體力，你不能進攻、阻擋、衝刺或翻滾。
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|如果你試圖在沒有足够耐力的情况下阻擋攻擊，你會受到傷害。
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|當你看到一個紅色閃光時，這意味著敵人即將進攻。
795|MenuElement (Continue)|Continue|繼續
796|MenuElement (ShiftTxt)|Run|跑
797|MenuElement (WSADTxt)|Move|移動
798|MenuElement (MouseTxt)|Interact|互動
799|MenuElement (NightVision)|Right click to toggle night vision|按右鍵切換夜視
800|MenuElement (Crouch)|Hold CTRL or C to crouch|按住 CTRL 或C 來蹲下
801|MenuElement (ShowInventory)|Move cursor here to view inventory|在這裡移動光標查看庫存
802|MenuElement (TenHoursLater)|10 hours later...|10小時之後...
803|MenuElement (SometimeLater)|Sometime later...|一段時間後…
