ID|Type|Original line|The translation
633|Speech (Noo Noo)|You are a lot smarter and stronger than I thought. You are different than the rest.|Você é muito mais esperto e mais forte do que eu pensava. Você é diferente do resto.
634|Speech (Noo Noo)|If you join me, then together we can make the world a better place.|Se você se juntar a mim, juntos podemos fazer do mundo um lugar melhor.
635|Speech (Noo Noo)|Yes, they are part of my creation.|Sim, eles fazem parte da minha criação.
636|Speech (Noo Noo)|I'm impressed.|Estou impressionado.
637|Speech (Sargent)|Caused what? It's just a vacuum.|Causou o quê? É apenas um aspirador de pó.
638|Speech (Noo Noo)|It's too late, I already have.|É tarde demais, já tenho.
639|Speech (Noo Noo)|It is the way things should be.|É como as coisas deveriam ser.
640|Speech (Sargent)|A vacuum created monsters? What do you take me for.|Um aspirador de pó criou monstros? Quem você acha que eu sou?
641|Speech (Sargent)|Explain yourself.  Now.|Explique-se. Agora.
642|Speech (Noo Noo)|That is unfortunate.|Isso é uma pena.
643|Speech (MilitaryTubby)|Spread out, see if you can find anything...|Espalhem-se, vejam se vocês podem encontrar alguma coisa...
644|Speech (MilitaryTubby)|Damn...|Droga...
645|Speech (MilitaryTubby (4))|Damn... What do you think killed this poor soul?|Droga ... O que você acha que matou esta pobre alma?
646|Speech (Sargent)|The body is still warm, this happened recently.|O corpo ainda está quente, isso aconteceu recentemente.
647|Speech (MilitaryTubby)|Sir! We've got a problem...|Senhor! Temos um problema ...
648|Speech (MilitaryTubby)|What the hell?|Que diabos?
649|Speech (MilitaryTubby)|What are those things?|O que são essas coisas?
650|Speech (Sargent)|All units, open fire!|Todas as unidades, abrir fogo!
651|Speech (MilitaryTubby (2))|There's too many!|Há muitos!
652|Speech (MilitaryTubby (2))|We're being overrun!|Estamos sendo invadidos!
653|Speech (Sargent)|God help us...|Deus nos ajude...
654|Speech (Noo Noo)|Together, we will rid the world of the weak and create a superior race.|Juntos, vamos livrar o mundo dos fracos e criar uma raça superior.
655|Speech (Noo Noo)|No, things have just begun.|Não, as coisas apenas começaram.
656|Speech (Noo Noo)|Actually, that's the plan.|Na verdade, esse é o plano.
657|Speech (Player)|It's done.|Está feito.
658|Speech (Player)|What th-...|Mas q-...
659|Speech (Noo Noo)|Complicated? Indeed. Impossible? Definitely not.|Complicado? De fato. Impossível? Definitivamente não.
660|Speech (Noo Noo)|Except that I can, my dear white fluffy friend.|Exceto que eu posso, meu querido amigo branco fofo.
661|Speech (Player)|I'm sorry, Po.|Sinto muito, Po.
662|Speech (Noo Noo)|We could've worked together, we could've built a better world.|Nós poderíamos ter trabalhado juntos, poderíamos ter construído um mundo melhor.
663|Speech (Noo Noo)|Do you really think you've won?|Você realmente acha que ganhou?
664|Speech (Noo Noo)|Your world is about to become ash.|Seu mundo está prestes a se tornar cinzas.
665|Speech (Noo Noo)|You're too late.|Você está muito atrasado.
666|Speech (Noo Noo)|No, the world is. And I am going to fix it.|Não, o mundo é. E eu vou consertar isso.
667|Speech (Noo Noo)|So be it, I can see you will never understand.|Assim seja, eu posso ver que você nunca vai entender.
668|Speech (Noo Noo)|You are not going to stop me, I will not allow that.|Você não vai me parar, não permitirei isso.
669|Speech (Noo Noo)|Po, Kill...|Po, Matar...
670|Speech (Noo Noo)|Yes.|Sim.
671|Speech (Noo Noo)|Enough Po, Finish this!|Chega Po, termine isso!
672|Speech (Player)|Noo Noo, stop!|Noo Noo, pare!
673|Speech (Noo Noo)|Why are you here? You should be dead.|Por quê você está aqui? Você deveria estar morto.
674|Speech (Noo Noo)|Good, you've made the right decision.|Bom, você tomou a decisão certa.
675|Speech (Noo Noo)|Come with me, we have much to do.|Venha comigo, temos muito o que fazer.
676|Speech (Sargent)|Our base is quite far from here... We came as quickly as we could.|Nossa base é muito longe daqui... Viemos o mais rápido que pudemos.
677|Speech (Sargent)|Slow down, who's all dead?|Devagar, quem está morto?
678|DialogueOption|What took you so long?!|Por que demorou tanto?!
679|DialogueOption|Noo Noo caused all of this...|Noo Noo causou tudo isso...
680|DialogueOption|Noo Noo created monsters.|Noo Noo criou monstros.
681|DialogueOption|It's horrible, they're all dead...|É horrível, eles estão todos mortos...
682|DialogueOption|It's over.|Acabou.
683|DialogueOption|I'm shutting you down.|Estou desligando você.
684|DialogueOption|Farewell, Noo Noo.|Adeus, Noo Noo.
685|DialogueOption|...Shut up.|...Cale a boca.
686|DialogueOption|It's over Noo Noo, give up now.|Acabou Noo Noo, desista agora.
687|DialogueOption|I defeated The Announcer.|Eu derrotei O Locutor.
688|DialogueOption|I'm not letting you get away with this!|Não vou deixar você continuar com isso!
689|DialogueOption|What are you talking about?|Do que você está falando?
690|DialogueOption|New Borns?|Recém Nascidos?
691|DialogueOption|What? No way, you can't do this!|O que? De jeito nenhum, você não pode fazer isso!
692|DialogueOption|So that's what I encountered at the secret lair.|Então é isso que eu encontrei no esconderijo secreto.
693|DialogueOption|That is very impressive.|Isso é muito impressionante.
694|DialogueOption|But.. that's impossible...|Mas... isso é impossível...
695|DialogueOption|Join you? Never, you killed my friends!|Juntar à você? Nunca, você matou meus amigos!
696|DialogueOption|I'm listening...|Estou ouvindo...
697|DialogueOption|Over my dead body.|Só por cima do meu cadáver.
698|DialogueOption|Sounds good to me.|Parece bom para mim.
699|DialogueOption|Now that I think of it... No.|Agora que eu penso nisso ... Não.
700|DialogueOption|Seriously? You're sick!|Sério? Você é doente!
701|Speech (Noo Noo)|Oh, not at all. You won’t feel a thing.|Oh, de modo algum. Você não sentirá nada.
|Oh, not at all. You won’t feel a thing.||
|||
702|Speech (Noo Noo)|Yes, we're at the custard facility.  What you see before you is the main custard supply.|Sim, estamos na fábrica de creme. O que você vê antes de você é o principal fornecimento de creme.
703|Speech (Noo Noo)|It travels through pipelines to custard machines.|Ele viaja através de tubulações para a máquina de creme.
704|Speech (Noo Noo)|This is what I infected.|Isso é o que eu infectei.
705|Speech (Noo Noo)|You are not reborn, as you know you still have untapped potential.|Você não está renascendo, como você sabe que ainda tem potencial inexplorado.
706|Speech (Noo Noo)|We must fix this, you must eat from the infected custard.|Devemos consertar isso, você deve comer do creme infectado.
707|Speech (Noo Noo)|Now it is time for you to become one with the new world.|Agora é hora de você se tornar um com o novo mundo.
|Now it is time for you to become one with the new world.||
|||
708|Speech (Noo Noo)|Good, this is the way things have to be.|Bom, é assim que as coisas devem ser.
|Good, this is the way things have to be.||
|||
709|Speech (Noo Noo)|I am impressed with your choices, you will be the greatest reborn of them all.|Estou impressionado com suas escolhas, você será o maior renascido de todos.
|I am impressed with your choices, you will be the greatest reborn of them all.||
|||
710|Speech (Noo Noo)|You will serve me well.|Você vai me servir bem.
711|Speech (Noo Noo)|You didn't think that you would be able to come out of this alive did you?|Você não acha que você seria capaz de sair dessa vivo não é?
|You didn't think that you would be able to come out of this alive did you?||
|||
712|Speech (Noo Noo)|I thought you understood the new world.|Achei que você tinha entendido o novo mundo.
|I thought you understood the new world.||
|||
713|Speech (PO)|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*|*Tick tick tick tick tick tick tick tick tick tick tick tick tick*
714|Speech (Noo Noo)|You’re so foolish, you think I won’t get away with this. You’re wrong.|Você é tão tolo, você acha que não vai conseguir acabar com isso. Você está errado.
715|Speech (Noo Noo)|I'm afraid you have no choice.|Receio que você não tenha escolha.
716|Speech (Noo Noo)|It is unfortunate you lost your legs in the fall...  No matter.|É lamentável que perdeu as pernas na queda ... Não importa.
717|Speech (Noo Noo)|It's time for you to obey my command.|É hora de você obedecer meu comando.
718|Speech (Noo Noo)|My plan is almost complete.|Meu plano está quase completo.
|My plan is almost complete.||
|||
719|Speech (Noo Noo)|The newborns are taking over the lands as we speak, ridding the world of all living things.|Os recém-nascidos estão assumindo as terras enquanto conversamos, livrando o mundo de todos os seres vivos.
720|Speech (Noo Noo)|The military are trying to stop them, but they are out numbered, they won't succeed.|Os militares estão tentando detê-los, mas eles estão em minoria, eles não terão sucesso.
721|Hotspot|PO|Po
722|Hotspot|Noo Noo|Noo Noo
723|DialogueOption|That's a lot of custard.|É um montão de creme.
724|DialogueOption|I think you underestimate the military.|Acho que você subestima as forças armadas.
725|DialogueOption|I see.|Entendo.
726|DialogueOption|So what now?|E agora?
727|DialogueOption|What do you mean?|O que você quer dizer?
728|DialogueOption|I don’t know.. Will it hurt?|Eu não sei... Será que vai doer?
729|DialogueOption|I'm ready.|"Estou pronto.
"
730|DialogueOption|What? I'm not eating any custard!|O que? Eu não estou comendo nenhum creme!
731|DialogueOption|You can forget it, I'm leaving.|Pode esquecer, eu vou embora.
732|DialogueOption|In that case, give me the custard.|Nesse caso, me dê o creme.
733|DialogueOption|Po is that you?|Po é você?
734|DialogueOption|Can you hear me?|Você pode me ouvir?
735|DialogueOption|[Leave]|[Sair]
736|InventoryItem|Toolbox|Caixa de Ferramentas
737|InventoryItem|Custard|Creme
738|InventoryItem|Camera|Câmera
739|InventoryItem|Pipe|Tubo
740|InventoryItem|Rock|Pedra
741|InventoryItem|Key Card|Cartão de Acesso
742|HotspotPrefix|Use|Usar
743|HotspotPrefix|on|on
744|CursorIcon|Use|Usar
745|CursorIcon|Talk to|Falar com
746|CursorIcon|Look at|Olhar para
747|MenuElement (PauseTitle)|Paused|Pausado
748|MenuElement (ResumeButton)|Resume|Retomar
749|MenuElement (OptionsButton)|Options|Opções
750|MenuElement (QuitButton)|Quit|Sair
751|MenuElement (TitleLabel)|Options|Opções
752|MenuElement (SpeechSlider)|Speech volume|Volume de fala
753|MenuElement (MusicSlider)|Music volume|Volume da música
754|MenuElement (SFXSlider)|SFX volume|Volume SFX
755|MenuElement (LanguageCycle)|Language|Idioma
756|MenuElement (SubtitlesToggle)|Subtitles|Legendas
757|MenuElement (BackButton)|Back|Voltar
758|MenuElement (TitleLabel)|Save game|Salvar jogo
759|MenuElement (SavesList)|New save|Novo save
760|MenuElement (BackButton)|Back|Voltar
761|MenuElement (TitleLabel)|Load game|Carregar jogo
762|MenuElement (BackButton)|Back|Voltar
763|MenuElement (ShiftLeft)||
764|MenuElement (ShiftRight)||
765|MenuElement (MenuButton)|Menu|Menu
766|MenuElement (SubsSpeakerLabel)||
767|MenuElement (SubsLineLabel)|"TEST TEST TEST TEST "|"TESTE TESTE TESTE TESTE "
768|MenuElement (Blank)|" "|" "
769|MenuElement (ContainerLabel)|Container|Container
770|MenuElement (CloseButton)|Close|Fechar
771|MenuElement (TakeAllButton)|Take all|Pegar tudo
772|MenuElement (InventoryLabel)|Inventory|Inventário
773|MenuElement (ShiftContainerLeft)||
774|MenuElement (ShiftContainerRight)||
775|MenuElement (ShiftInventoryLeft)||
776|MenuElement (ShiftInventoryRight)||
777|MenuElement (ShiftLeft)||
778|MenuElement (ShiftRight)||
779|MenuElement (CreateButton)|Create|Criar
780|MenuElement (CloseButton)|Close|Fechar
781|MenuElement (IngredientsLabel)|Ingredients|Ingredientes
782|MenuElement (InventoryLabel)|Inventory|Inventário
783|MenuElement (OutputLabel)|Output|Saída
784|MenuElement (HotspotLabel)|Test yy pp|Teste yy pp
785|MenuElement (Controls)|Combat Controls|Controles de Combate
786|MenuElement (Attack)|Left click to attack.|Click esquerdo para atacar.
787|MenuElement (Block)|Hold the right mouse button to block.|Segure o botão direito do mouse para bloquear.
788|MenuElement (Sprint)|Hold shift to sprint.|Segura a tecla shift para correr.
789|MenuElement (Roll)|While blocking, move in any direction to roll.|Enquanto bloqueando, mova-se em qualquer direção para rolar.
790|MenuElement (Health)|The yellow bar is your health; collect green health orbs to regain health.|A barra amarela é sua saúde; Colete esferas de saúde verdes para recuperar a saúde.
791|MenuElement (Stamina)|The blue bar is your stamina; you will lose stamina when sprinting, blocking attacks and rolling.|A barra azul é sua energia; Você perderá energia ao correr, bloquear ataques e rolar.
792|MenuElement (RegainStamina)|To regain stamina you must not attack, block, sprint or roll.|Para recuperar a energia, você não deve atacar, bloquear, correr ou rolar.
793|MenuElement (BlockDamage)|If you attempt to block an attack without enough stamina; you will take damage.|Se você tentar bloquear um ataque sem renergia suficiente; Você vai sofrer danos.
794|MenuElement (Alert)|When you see a red flash; it means the enemy is about to attack.|Quando você vê um flash vermelho; Significa que o inimigo está prestes a atacar.
795|MenuElement (Continue)|Continue|Continuar
796|MenuElement (ShiftTxt)|Run|Correr
797|MenuElement (WSADTxt)|Move|Mover
798|MenuElement (MouseTxt)|Interact|Interagir
799|MenuElement (NightVision)|Right click to toggle night vision|Botão direito do mouse para alternar a visão noturna
800|MenuElement (Crouch)|Hold CTRL or C to crouch|Segure CTRL ou C para agachar
801|MenuElement (ShowInventory)|Move cursor here to view inventory|Mova o cursor aqui para ver o inventário
802|MenuElement (TenHoursLater)|10 hours later...|10 horas depois...
803|MenuElement (SometimeLater)|Sometime later...|Algum tempo depois...
